Date,Open,High,Low,Close,Volume
2024-06-20,823.7651872236406,829.5124525875813,814.983860042712,823.5431518554688,41408742
2024-06-21,825.2698546527171,825.2698546527171,810.6179284522095,821.7672119140625,51630776
2024-06-24,812.5172157896385,826.3798229097616,811.9005512360641,825.0478515625,28544994
2024-06-25,824.4065232844747,847.025767804676,824.4065232844747,844.2631225585938,74521548
2024-06-26,842.5857736709851,844.041138181783,834.2731473521208,839.40380859375,47596666
2024-06-27,836.7397746618053,845.0770913433391,832.0531241260426,836.7644653320312,55074650
2024-06-28,837.4798157900913,841.9198007397313,828.3038589383985,830.671875,26476046
2024-07-01,828.7971320491276,842.2651095333842,828.7971320491276,841.2290649414062,21187024
2024-07-02,846.0637432263002,855.8810546817267,840.0204307746837,853.7597045898438,45921690
2024-07-03,883.5569558267186,885.0369507276009,870.5576793248654,872.531005859375,123217802
2024-07-04,868.1404005851939,868.1404005851939,850.9231133709549,852.0578002929688,45848658
2024-07-05,831.2638253093144,831.2638253093144,810.1492067263514,813.0598754882812,82242548
2024-07-08,811.678583484828,816.4391857049037,802.7246020410699,806.7698974609375,39087800
2024-07-09,801.6639054458949,812.3691778178521,799.369901303005,807.3372192382812,48550878
2024-07-10,804.1058576798249,809.063864597064,799.5672308205436,802.20654296875,45507182
2024-07-11,801.1459373403621,802.0832795528332,789.8239996598078,800.1346435546875,44177074
2024-07-12,800.1839277769812,808.2745787950348,794.8312914757237,800.5292358398438,56049960
2024-07-15,800.9239527377698,804.031966294815,796.8292758573642,800.2332763671875,33375694
2024-07-16,799.5672452078501,802.6505679180453,797.6186093434653,799.0739135742188,28950324
2024-07-18,793.2773395385489,801.1459557272271,788.9113662252444,796.6320190429688,33717064
2024-07-19,797.2239068544229,800.677228233124,791.0572615353138,792.9319458007812,26002152
2024-07-22,797.7172520784763,814.4905276323838,795.5712715150735,810.3218994140625,53744822
2024-07-23,812.7885887086006,812.9119216218081,791.7973027922226,798.407958984375,52002152
2024-07-24,793.3513220807449,799.6906218755655,783.4353677463822,791.3286743164062,61728206
2024-07-25,785.8772830890329,801.6638951787058,785.8772830890329,797.5198974609375,25535732
2024-07-26,791.7972838101718,800.0605887969758,787.5792741911353,798.2846069335938,43810540
2024-07-29,796.7306475152811,805.0432741154053,788.4920327099303,791.822021484375,51001148
2024-07-30,790.317345854264,806.4739582617092,788.8373508245744,797.0020141601562,54595834
2024-07-31,796.2373165488889,803.0946388161857,793.8693004409521,797.1006469726562,37820484
2024-08-01,800.627938629233,814.0219048337823,798.1859108540549,808.471923828125,26215174
2024-08-02,804.6239322848401,824.1105327295066,804.6239322848401,818.51123046875,44119238
2024-08-05,809.1132611105608,812.0239300120638,789.824004829474,797.1006469726562,41333634
2024-08-06,804.1305829139676,805.5858871810888,786.0253355957136,789.922607421875,45116050
2024-08-07,797.7172944045706,804.1306059860544,790.4159617464212,800.9239501953125,42346264
2024-08-08,801.1705962949537,815.6252376687839,798.8272709671206,810.3958740234375,33976950
2024-08-09,814.9839073123685,820.1885804457108,811.9252750900921,814.0958862304688,26644618
2024-08-12,814.9838233487179,826.7990913723679,812.6898193077751,818.9797973632812,39316196
2024-08-13,803.1439511462899,805.3146225179424,789.8980079765901,790.9093017578125,54055042
2024-08-14,792.5372336839343,796.0891971974215,790.9092152779186,793.1785888671875,32334428
2024-08-16,803.3905830654421,806.177918901087,794.7572792867222,805.1665649414062,27849246
2024-08-19,807.9045746403995,807.9045746403995,801.0225621096914,804.895263671875,19502164
2024-08-20,802.8725499307859,812.0238759013653,802.8725499307859,807.92919921875,31134494
2024-08-21,803.1932203742449,806.3752455426795,798.1119406824072,802.05859375,47630904
2024-08-22,805.1172807347715,808.2252943260683,803.1439540663039,804.77197265625,21300638
2024-08-23,806.1038926835937,806.1038926835937,800.6772446912317,801.6885986328125,20333422
2024-08-26,805.2159251748899,812.9858989531632,805.2159251748899,809.0392456054688,22364266
2024-08-27,810.7412543536698,812.714580974844,805.2159036816922,807.9539184570312,35773244
2024-08-28,807.9539173658313,808.9405806750858,804.2292392849356,807.6332397460938,26921188
2024-08-29,810.0505418236547,811.2345497877237,804.6979056469421,808.3485717773438,49052604
2024-08-30,816.9572296027775,819.9172195651064,799.7646332824804,807.5346069335938,445342100
2024-09-02,812.4185353190471,812.4185353190471,800.7758609185206,802.6258544921875,34049680
2024-09-03,806.1038818486695,809.0391809529892,801.4665524914798,807.7565307617188,37282860
2024-09-04,808.5706125582972,811.4319603519671,805.1172908451134,809.9519653320312,24682744
2024-09-05,812.0238589250097,813.947864316631,810.0505324148638,811.7525024414062,22876318
2024-09-06,808.2252499925564,812.8872099026286,806.1532209716318,807.5592041015625,26029602
2024-09-09,808.0772497858858,813.2572321563082,804.1799176724811,812.2705688476562,23792914
2024-09-10,815.9705945420105,815.9705945420105,808.0772877024264,814.169921875,26606646
2024-09-11,814.1945707781381,815.2305552034559,808.6692201411954,810.9879150390625,22226684
2024-09-12,815.970556634334,823.8638631072175,812.541925723635,822.1865234375,32424046
2024-09-13,825.8371886289187,825.8371886289187,817.4752411837702,821.8658447265625,23860532
2024-09-16,822.383822656841,827.7118283198007,820.9285184448568,824.3324584960938,15172820
2024-09-17,827.8104775064535,827.8104775064535,820.9778464556504,823.2718505859375,20127122
2024-09-18,824.7765131575844,838.1211584780381,824.4065144173259,836.0985107421875,40917342
2024-09-19,838.2691083056365,848.0370989791965,838.2444778560398,842.8571166992188,30651776
2024-09-20,846.8037464482039,860.8390072921377,842.3884524296358,858.989013671875,60623386
2024-09-23,862.8370332933276,871.3963251528371,858.5203814686755,868.1650390625,26965350
2024-09-24,870.7303607683197,878.9443447710721,865.4270455398441,872.2350463867188,33039036
2024-09-25,868.3377295053485,882.0770041306025,868.3377295053485,877.6863403320312,31965312
2024-09-26,874.7016745924757,882.0769584056752,872.2350164313859,879.832275390625,31899644
2024-09-27,876.6503703689774,877.2423442796407,863.3304153886946,864.6377563476562,35613502
2024-09-30,862.738402689165,864.0456833682003,850.701098537286,854.47509765625,26383534
2024-10-01,850.5037447767241,859.3837142697525,848.5797393423385,851.5890502929688,24572284
2024-10-03,846.3844351066934,851.5644172954591,825.5164827720641,829.7838134765625,48473398
2024-10-04,826.083866681385,834.0511850540141,815.4772359655595,817.771240234375,48683232
2024-10-07,815.0824984433904,818.4371776300311,795.7439225540929,798.1119384765625,94458296
2024-10-08,804.1305430330278,817.351854577489,800.1838900610866,814.5151977539062,29734406
2024-10-09,813.750592132383,817.3272467507278,803.4892692768091,805.6846313476562,41125642
2024-10-10,808.5705299330368,821.6191272702827,805.363874384187,820.114501953125,21754766
2024-10-11,821.1258875682706,821.1258875682706,810.6672800804614,814.4906005859375,23672594
2024-10-14,816.9819085005773,834.741848018609,815.9705545228965,832.7931518554688,18527508
2024-10-15,835.7038196244212,837.6771462351046,826.5771840500105,830.81982421875,19651130
2024-10-16,828.8465156450762,842.585790426718,828.8465156450762,838.565185546875,20470682
2024-10-17,836.1724403142362,837.5044718768119,821.4958240034423,825.4178466796875,14695732
2024-10-18,820.4598702584595,834.2238355924767,816.0198853262701,829.7098388671875,24809724
2024-10-21,846.063768270474,862.4177242903107,844.1151323678729,852.8223876953125,46548354
2024-10-22,853.4884373802005,858.3970631644344,843.9424218629189,845.841796875,38875280
2024-10-23,841.1551854708522,861.603759041874,841.1551854708522,856.3251342773438,38036090
2024-10-24,857.4597103207274,872.5310159915173,857.4597103207274,863.15771484375,30832258
2024-10-25,865.7970368926951,867.2030200365818,852.8223905419693,860.0744018554688,26130478
2024-10-28,859.383716444917,863.8237012026692,852.9210840084185,855.5357055664062,22012142
2024-10-29,851.5644426318723,870.2370336046123,851.0464203091243,864.2430419921875,35794926
2024-10-30,859.3837596235229,865.6737383463702,850.6024319063034,855.7330932617188,32715724
2024-10-31,852.4770662952162,857.8543931673494,848.234426273393,856.2756958007812,22895912
2024-11-01,854.9437742666823,860.419743696405,851.5397737386437,857.0651245117188,1759692
2024-11-04,860.8637106769045,860.8637106769045,844.0411138190809,845.6197509765625,28089248
2024-11-05,840.1437747820238,869.5956493162819,837.6277954866241,867.2030029296875,44232406
2024-11-06,873.9370497603172,873.9370497603172,861.0364145993881,865.92041015625,27787910
2024-11-07,860.5184217555121,868.7323455565536,857.4104082699865,861.62841796875,18895456
2024-11-08,864.3170573375987,869.1517316326272,861.2830556229201,865.5256958007812,19902986
2024-11-11,865.5750573030832,879.5116762015548,863.9223481240455,871.3717041015625,24565362
2024-11-12,874.1836611915717,875.6636561032956,842.9311140165652,847.6423950195312,31395406
2024-11-13,846.9270867373347,853.1677439816382,825.3438276461692,829.463134765625,35728500
2024-11-14,825.39317914741,841.05645917869,824.8998474928816,835.087158203125,27146470
2024-11-18,838.6637692715708,847.987749103584,836.1971111266544,841.1797485351562,27081968
2024-11-19,845.5704607570133,865.1803941380466,839.9957889401087,859.507080078125,50981272
2024-11-21,863.0343691875372,867.7703408111802,855.5356922473849,858.989013671875,35716512
2024-11-22,860.1484352390544,865.4517505554312,853.2417920363309,861.1597290039062,24773612
2024-11-25,880.6216480727867,889.7482832055338,870.6810037082952,880.8929443359375,427737274
2024-11-26,892.9302818593218,892.9302818593218,873.0983737208503,880.8683471679688,30935566
2024-11-27,883.0143007972586,896.5562300169572,880.6709755435701,894.06494140625,32714976
2024-11-28,897.3702251985009,905.8061839354122,882.07694483503,884.6176147460938,35722392
2024-11-29,888.6383310231244,890.2662893460416,879.561016559754,886.04833984375,27669536
2024-12-02,889.7236388960249,892.0176431336934,875.6636867426915,890.3156127929688,15110876
2024-12-03,899.1955156163089,906.4475265301775,895.9395389832724,900.9715576171875,43410242
2024-12-04,906.7435619082082,920.0635162996781,903.3642521901575,917.6461791992188,44669084
2024-12-05,917.596875706611,927.4388181075851,905.3622266087298,920.4335327148438,39682714
2024-12-06,916.1168429341786,919.6688066050771,909.7035317020062,915.5494995117188,17783156
2024-12-09,914.4641912323508,927.4634676846591,912.1701871004972,922.5301513671875,26947912
2024-12-10,926.3288062229569,926.3288062229569,916.881553393078,921.5928344726562,13325480
2024-12-11,918.4354833328279,923.4675021564423,915.9935158212785,919.1261596679688,14045426
2024-12-12,913.1568815747593,921.864197216933,912.0221946944998,917.2268676757812,17293790
2024-12-13,918.8301759997277,924.9968214762359,902.4268990322158,923.3934936523438,19009002
2024-12-16,920.1128492893367,922.5054957499956,915.2535445762154,920.1621704101562,13107082
2024-12-17,915.7962178924912,918.7562078618506,901.0702798391582,904.4002685546875,21079532
2024-12-18,902.7228866518356,905.7568882727958,891.5242825465077,893.2755737304688,23422312
2024-12-19,887.7995941182149,888.5395915672278,877.6369745293333,884.790283203125,25380770
2024-12-20,879.2156362475025,886.7883251977108,871.7417099804251,873.93701171875,25692348
2024-12-23,879.1169941259847,890.956953642833,878.7716860618692,888.4902954101562,11044592
2024-12-24,889.0083275055933,892.2889348142179,882.8416818560752,887.0596313476562,14485834
2024-12-26,887.2816657547127,893.916952377888,878.5003382709294,883.4336547851562,10481678
2024-12-27,885.4316968356189,890.9322967259654,882.6196702111419,887.1336669921875,7259330
2024-12-30,884.1489668763874,895.3969526845203,873.6903598921683,877.0943603515625,22222218
2024-12-31,873.3450677348718,879.0183818635131,871.0263727843891,874.60302734375,14117236
2025-01-01,874.8989303590305,885.0369191568942,868.8062969452952,879.4869384765625,7313806
2025-01-02,876.699651347947,889.6989281059142,874.6770036544534,884.9136352539062,18558576
2025-01-03,883.5569553072743,885.6536147489581,861.5050553855514,862.9356689453125,24426194
2025-01-06,858.4464162412277,866.8823756490298,841.5251763034672,843.8438110351562,18816348
2025-01-07,846.063732614296,849.0237223493897,838.6637582765616,845.2744140625,13527906
2025-01-08,842.7338203435289,844.4111600559388,830.4498497882179,835.8518676757812,19738190
2025-01-09,830.844525028491,833.237171528912,817.9932112311335,822.778564453125,40420222
2025-01-10,824.3571854708366,826.2811909461473,815.9705474379197,817.3272094726562,17453280
2025-01-13,809.0639234971638,812.3939122066796,801.3186405131205,804.5499267578125,21669066
2025-01-14,809.0145872775671,817.0558570637163,807.5839134440961,812.3198852539062,26661432
2025-01-15,817.2038286822469,820.2624606383587,807.2385540448483,810.5685424804688,14022892
2025-01-16,815.4031740939097,819.201863784551,810.469857784879,815.008544921875,21212454
2025-01-17,810.7905598983193,814.2438814190301,803.3905852110819,807.4605712890625,23112076
2025-01-20,802.1572072678132,819.3991231510713,802.1572072678132,814.6138305664062,17557618
2025-01-21,818.0671578930118,819.4485105158285,805.6352251722408,810.2478637695312,31158144
2025-01-22,810.2479165643738,824.8012002853578,801.8859089377631,821.9152221679688,30619306
2025-01-23,832.2505181334424,832.2505181334424,814.6139111249832,821.347900390625,34909158
2025-01-24,818.9305795964561,824.0119199318104,811.2839386423929,813.8986206054688,24236200
2025-01-27,809.6065327196525,810.839861804967,802.157237088582,804.0319213867188,22804166
2025-01-28,812.5171851743912,830.918478848159,812.5171851743912,824.0611572265625,30179312
2025-01-29,826.3304621132276,829.3644636153648,823.2964606110903,827.4651489257812,12619890
2025-01-30,829.2904768269195,837.627793486482,825.1218486077116,834.470458984375,25744846
2025-01-31,832.3738053097981,840.9824182950722,830.7457868177106,838.047119140625,15821686
2025-02-01,837.4304429485957,845.0770832229423,826.8485035606199,834.1990966796875,5587528
2025-02-03,823.8638327488314,832.1518283284162,820.6324864421063,827.8104858398438,20276540
2025-02-04,833.0891713164636,851.391824544325,828.8219005259823,848.9744873046875,28616502
2025-02-05,854.9437515638108,860.4690419690123,847.9877873258422,857.311767578125,23675506
2025-02-06,856.1770794811201,862.8370567631686,850.5037655001158,860.29638671875,26760716
2025-02-07,863.3303440695562,871.7169816976605,850.9970534399911,854.8203735351562,23509600
2025-02-10,847.1984649999539,850.2324064646851,842.857122399865,846.4337768554688,17195950
2025-02-11,840.1438107934578,844.090464044396,833.0891440189461,839.3544921875,22724704
2025-02-12,835.2104927183359,844.5837941723514,829.389155095277,842.0184936523438,22809570
2025-02-13,838.1704689996619,845.6937766231139,835.4818356095761,837.5291137695312,12602434
2025-02-14,839.601120018604,839.601120018604,828.7971451888767,836.1231079101562,19959892
2025-02-17,831.3624591587258,848.5304243918573,829.413823260936,847.2230834960938,12938946
2025-02-18,845.1017788797033,854.2284140997132,841.697778564227,850.0350952148438,16350910
2025-02-19,847.0504387449713,857.3610822217985,844.8057556604201,852.0823974609375,11884112
2025-02-20,844.0904430253034,845.9157460199498,831.4118438608401,832.2998046875,26390510
2025-02-21,829.2411711352042,836.1724445897772,827.4404985932164,834.9638061523438,15680940
2025-02-24,829.3398427560753,830.8691588600108,819.4732095421047,827.3665161132812,20693646
2025-02-25,824.406500920576,832.7438177754724,824.406500920576,829.9564819335938,24138708
2025-02-27,830.0551731686357,843.9671012979777,830.0551731686357,839.0090942382812,35786800
2025-02-28,831.2638337603047,857.0404125816553,831.2638337603047,854.6477661132812,54516728
2025-03-03,858.2984642242569,859.9017921530082,835.7531707549724,839.4285278320312,21205364
2025-03-04,837.6771272358142,845.7184570804238,835.3338019387764,843.5971069335938,19920958
2025-03-05,839.6257577393887,843.991790915382,832.8671383829512,833.73046875,21583872
2025-03-06,832.2504799228543,838.6144701478811,824.973838204501,834.3224487304688,32966088
2025-03-07,829.7838192395386,839.2311321984157,827.6131479773222,833.3604736328125,13372914
2025-03-10,833.2371287977431,838.6144556459366,830.3018296675241,832.4971313476562,15604050
2025-03-11,829.9811819724781,835.7038170818192,823.8885481247595,831.510498046875,19898430
2025-03-12,834.4952011662076,847.7904654359072,834.4952011662076,844.1644897460938,18784106
2025-03-13,846.5817587561914,848.9250839737969,838.688452760047,841.9197387695312,15736264
2025-03-17,841.1304915849349,850.5037932506908,841.1304915849349,843.7944946289062,18950652
2025-03-18,843.7944946289062,843.7944946289062,843.7944946289062,843.7944946289062,0
2025-03-19,855.930432694155,863.823739278078,854.5490799535085,860.4197387695312,15221406
2025-03-20,865.3036807089222,875.1703133281802,862.9850461318551,872.580322265625,17833978
2025-03-21,866.0684175252852,875.2196836615442,866.0684175252852,873.3696899414062,33508264
2025-03-24,877.6369838460287,890.1676194932312,874.997671627427,887.9969482421875,17393736
2025-03-25,890.4143157035983,909.5555477752322,888.7369760332164,898.5789184570312,39101416
2025-03-26,900.3302775382388,901.5636066855513,888.9836493829623,891.2283325195312,24478442
2025-03-27,887.9969842041877,908.2235821777275,887.0596420099644,900.5029296875,41658100
2025-03-28,902.3035639097062,905.7568853680813,890.8829244709937,901.9088745117188,28773648
2025-04-01,888.9836405685396,892.8809726796349,870.9030234039785,872.1363525390625,28511006
2025-04-02,873.5423260418547,887.602278026219,873.5423260418547,886.4676513671875,11573564
2025-04-03,878.6729886492828,889.9702954640933,876.6503409310941,885.456298828125,11250038
2025-04-04,894.4103269547068,908.6922548603657,893.4729847277881,896.5316772460938,33540454
2025-04-07,869.6450067324856,878.0562747489253,857.5090006629878,867.1289672851562,37995450
2025-04-08,870.730371547347,879.1170096868965,863.4784203033727,872.7777099609375,35563872
2025-04-09,870.7303466796875,875.6636630914704,865.0570328061372,870.7303466796875,22454608
2025-04-11,875.540352413462,897.567622795633,875.540352413462,891.3269653320312,32775766
2025-04-15,920.0635423129839,925.8848799667485,915.1302257322174,920.0142211914062,49298344
2025-04-16,929.33821542373,929.33821542373,917.8435635307726,926.4768676757812,19136820
2025-04-17,928.4501692927759,947.048748489299,925.835487448072,940.6354370117188,35703084
2025-04-21,949.170085798879,962.3420166432835,942.2634427629204,950.6994018554688,34247298
2025-04-22,954.5967457498784,972.1593405008402,954.5967457498784,967.7686767578125,45961750
2025-04-23,976.2539669757358,976.2539669757358,947.4433879660209,949.1207275390625,30570642
2025-04-24,942.2634238174406,949.1207455952106,939.8460867592294,945.6181030273438,25931754
2025-04-25,949.5647662059754,953.6100615716746,933.2848220611925,942.8554077148438,18500878
2025-04-28,942.8554253066497,951.982060830828,941.4741328194633,947.29541015625,13920492
2025-04-29,946.6047640975014,951.5380804410966,937.4287475214969,941.6714477539062,18918308
2025-04-30,943.7434115323153,955.5340495753018,942.4114402150566,949.6633911132812,31936870
2025-05-02,952.0314875380283,958.0007887427045,947.1968130496268,948.1341552734375,17840404
2025-05-05,956.5700467268101,962.9833580251333,953.2647488384409,955.4847412109375,15068024
2025-05-06,952.1300492793257,957.112686715781,949.3180830668039,952.9686889648438,17490156
2025-05-07,954.1034146874002,961.355365881208,948.3807795701131,959.8260498046875,21420778
2025-05-08,964.364722012384,964.364722012384,946.752746184645,951.3900756835938,34803430
2025-05-09,942.3127568324845,946.7034204881495,930.8181657127636,932.248779296875,17188796
2025-05-12,946.0127842578852,966.880737676539,943.3981625785179,965.5487060546875,18618972
2025-05-13,961.9966686855105,967.7686246091653,947.1967199365026,948.4793701171875,24242102
2025-05-14,948.2327622761527,952.2287366384547,938.8101397074491,942.5594482421875,15445308
2025-05-15,943.9901042439285,959.4314088460198,935.85013208818,954.0047607421875,32241458
2025-05-16,954.0047801554118,958.9380967138302,951.340777169636,954.44873046875,15868010
2025-05-19,955.5834183781088,959.5300716290252,952.6234284399217,956.4220581054688,10202964
2025-05-20,951.1927398071444,954.3993955236706,943.7434439560598,944.6807861328125,23879090
2025-05-21,950.6500948788123,960.4674068130723,947.739426083267,950.5514526367188,15132040
2025-05-22,944.828766015395,949.2687509312965,939.895449442171,947.1474609375,21306670
2025-05-23,947.246089616049,955.583406549638,944.4834444188342,953.9060668945312,9566072
2025-05-26,954.5966869630639,961.9473401627192,950.6007128758197,957.1619873046875,10802860
2025-05-27,952.9193700568147,961.0100208805311,945.3714322062008,950.3047485351562,26162148
2025-05-28,947.2953823933067,954.3500488693757,946.0620533045636,948.9234008789062,18157594
2025-05-29,951.1433943336576,957.4580633637506,940.9314535555673,950.896728515625,28917794
2025-05-30,953.0674016093235,961.4047183192448,949.8607459686729,959.480712890625,28748078
2025-06-02,952.1793523801688,955.09002099665,941.2767355690125,953.166015625,14668822
2025-06-03,956.0767204883472,962.9833634640112,947.1967509482078,949.466064453125,24377584
2025-06-04,947.690059651711,958.6913790708478,947.6407385330224,957.6553344726562,12961542
2025-06-05,961.0099978567567,966.3873245707182,957.1619871239031,961.79931640625,22255418
2025-06-06,959.0366899431259,984.8379583134906,958.3953347348495,976.1552734375,30127008
2025-06-09,984.1966559557253,984.1966559557253,974.7740333489505,976.2540283203125,13202588
2025-06-10,978.1780428487654,978.1780428487654,967.472709657825,969.5447387695312,15533126
2025-06-11,970.6793107759778,970.6793107759778,960.516691162301,962.1940307617188,11096394
2025-06-12,961.9966994408974,967.4233474890254,954.7447484104943,958.74072265625,16349130
2025-06-13,947.19676434732,953.6100757725884,943.7434428106371,946.0127563476562,12117762
2025-06-16,949.1700746468088,956.520728121515,947.2460692080249,954.7940673828125,16513746
2025-06-17,955.5834055099792,957.852719054467,946.7527569357399,951.9327392578125,16978736
2025-06-18,945.7167603313338,955.2380851367438,945.7167603313338,954.0540771484375,18433816
2025-06-19,954.0540746334422,960.4180648603083,949.9593979158449,954.7447509765625,16876220
2025-06-20,952.9193918485255,971.8140179089729,952.9193918485255,969.2486572265625,32900408
2025-06-23,961.2073974609375,965.8940481289003,957.9514206200562,961.2073974609375,11739518
2025-06-24,969.3966711141703,976.3033140635843,964.7593416610487,967.3740234375,22625322
2025-06-25,969.8900392545883,977.7833457795492,968.854054817417,976.8953247070312,18405932
2025-06-26,977.4872979366618,1000.0325292056699,976.7966216145232,997.4179077148438,50084830
2025-06-27,1004.0015037809444,1007.393088107433,994.2258430942326,1004.9491577148438,28213384
2025-06-30,1003.2533964547342,1004.400566128524,995.2732550959096,998.2658081054688,13649020
2025-07-01,1000.0114368496795,1005.4977838847651,999.5126780283082,1003.5526123046875,14389386
2025-07-02,1007.4429706558585,1007.4429706558585,986.4950998423908,990.5350341796875,18878250
2025-07-03,994.9739612315547,1001.507689459166,989.6871300276722,991.0836181640625,16860506
2025-07-04,991.0836632772651,999.2633203019867,987.5424877454124,992.1809692382812,7863944
2025-07-07,992.0312782906421,996.7196233059492,989.4377568185034,991.2332763671875,11349426
2025-07-08,986.0462146584523,1000.0114620081927,986.0462146584523,998.2159423828125,15224316
2025-07-09,1001.0089360727129,1004.4005203490875,996.5699704674603,1003.1036987304688,13861428
2025-07-10,1005.4977851253348,1005.9965439473215,997.5176439735463,1000.6099243164062,17030310
2025-07-11,996.5201541247731,999.9117385623401,987.9913902076418,989.3878784179688,12516922
2025-07-14,989.0387573242188,991.8816582943851,982.8541356715338,989.0387573242188,13088850
2025-07-15,984.0511806165923,999.3131887778599,984.0511806165923,995.2732543945312,14498168
2025-07-16,1006.4952830829005,1008.8394251469304,993.826797075495,995.6722412109375,17994612
