Date,Open,High,Low,Close,Volume
2024-03-18,85.37999725341797,87.18000030517578,85.26000213623047,86.88999938964844,33687
2024-03-19,86.8499984741211,87.70999908447266,86.48999786376953,87.37999725341797,30045
2024-03-20,87.22000122070312,87.3499984741211,85.58000183105469,85.94999694824219,35304
2024-03-21,86.16000366210938,86.63999938964844,85.05000305175781,85.77999877929688,23829
2024-03-22,85.55000305175781,86.1500015258789,85.11000061035156,85.43000030517578,14778
2024-03-25,85.5999984741211,87.18000030517578,85.4000015258789,86.75,21176
2024-03-26,86.7699966430664,87.05000305175781,85.80999755859375,86.25,12736
2024-03-27,85.97000122070312,86.36000061035156,85.18000030517578,86.08999633789062,8449
2024-03-28,86.52999877929688,87.4800033569336,86.31999969482422,87.4800033569336,30759
2024-04-01,86.93000030517578,87.98999786376953,86.4000015258789,87.41999816894531,29598
2024-04-02,87.80000305175781,89.27999877929688,87.6500015258789,88.91999816894531,40754
2024-04-03,89.20999908447266,89.9800033569336,88.68000030517578,89.3499984741211,35138
2024-04-04,89.5,91.30000305175781,88.7300033569336,90.6500015258789,38764
2024-04-05,91.01000213623047,91.91000366210938,90.56999969482422,91.16999816894531,37391
2024-04-08,90.30999755859375,91.0999984741211,88.80000305175781,90.37999725341797,39142
2024-04-09,90.55000305175781,90.94000244140625,89.2699966430664,89.41999816894531,33993
2024-04-10,89.51000213623047,90.66000366210938,88.83000183105469,90.4800033569336,51136
2024-04-11,90.54000091552734,90.91999816894531,89.37000274658203,89.73999786376953,47337
2024-04-12,90.29000091552734,92.18000030517578,90.01000213623047,90.44999694824219,43560
2024-04-15,90.37000274658203,91.1500015258789,88.7300033569336,90.0999984741211,35488
2024-04-16,90.43000030517578,90.83000183105469,89.41000366210938,90.0199966430664,34348
2024-04-17,90.05000305175781,90.1500015258789,87.13999938964844,87.29000091552734,45933
2024-04-18,87.44000244140625,87.79000091552734,86.0999984741211,87.11000061035156,38630
2024-04-19,86.95999908447266,90.77999877929688,86.16000366210938,87.29000091552734,45203
2024-04-22,87.04000091552734,87.25,85.79000091552734,87.0,32395
2024-04-23,87.2300033569336,88.48999786376953,86.04000091552734,88.41999816894531,35381
2024-04-24,88.45999908447266,88.80000305175781,87.6500015258789,88.0199966430664,26662
2024-04-25,88.11000061035156,89.26000213623047,87.29000091552734,89.01000213623047,24588
2024-04-26,89.20999908447266,89.83000183105469,88.80000305175781,89.5,15475
2024-04-29,89.25,89.30000305175781,88.0999984741211,88.4000015258789,15093
2024-04-30,88.31999969482422,88.70999908447266,87.47000122070312,87.86000061035156,39816
2024-05-01,85.95999908447266,85.95999908447266,83.29000091552734,83.44000244140625,48165
2024-05-02,83.55999755859375,84.41999816894531,83.02999877929688,83.66999816894531,39951
2024-05-03,83.80000305175781,84.4000015258789,82.80000305175781,82.95999908447266,31511
2024-05-06,82.9800033569336,83.81999969482422,82.76000213623047,83.33000183105469,23246
2024-05-07,83.58999633789062,83.87000274658203,82.4000015258789,83.16000366210938,33414
2024-05-08,83.04000091552734,83.81999969482422,81.72000122070312,83.58000183105469,35419
2024-05-09,83.77999877929688,84.33000183105469,83.45999908447266,83.87999725341797,25231
2024-05-10,84.20999908447266,84.5199966430664,82.70999908447266,82.79000091552734,25062
2024-05-13,82.69999694824219,83.83000183105469,82.26000213623047,83.36000061035156,29242
2024-05-14,83.5,83.62000274658203,82.0999984741211,82.37999725341797,33169
2024-05-15,82.7699966430664,83.06999969482422,81.05999755859375,82.75,41744
2024-05-16,82.93000030517578,83.77999877929688,82.30999755859375,83.2699966430664,27576
2024-05-17,83.44000244140625,84.04000091552734,83.08999633789062,83.9800033569336,23516
2024-05-20,84.0,84.5,83.12000274658203,83.70999908447266,22320
2024-05-21,83.69999694824219,83.73999786376953,82.05999755859375,82.87999725341797,29726
2024-05-22,82.4800033569336,82.63999938964844,81.58000183105469,81.9000015258789,32042
2024-05-23,81.69000244140625,82.97000122070312,80.93000030517578,81.36000061035156,27035
2024-05-24,81.54000091552734,82.44999694824219,80.66000366210938,82.12000274658203,17991
2024-05-28,82.1500015258789,84.62999725341797,82.06999969482422,84.22000122070312,23477
2024-05-29,84.62000274658203,85.01000213623047,83.30000305175781,83.5999984741211,15987
2024-05-30,83.5,83.76000213623047,81.81999969482422,81.86000061035156,9220
2024-05-31,81.77999877929688,82.12000274658203,81.18000030517578,81.62000274658203,33414
2024-06-03,81.19000244140625,81.62999725341797,78.08999633789062,78.36000061035156,42771
2024-06-04,78.16000366210938,78.20999908447266,76.75,77.5199966430664,41209
2024-06-05,77.16999816894531,78.5999984741211,77.13999938964844,78.41000366210938,37039
2024-06-06,78.58000183105469,80.06999969482422,78.37000274658203,79.87000274658203,36186
2024-06-07,80.0199966430664,80.37999725341797,79.33000183105469,79.62000274658203,26371
2024-06-10,79.41000366210938,82.16000366210938,79.3499984741211,81.62999725341797,36413
2024-06-11,81.97000122070312,82.36000061035156,81.19999694824219,81.91999816894531,35178
2024-06-12,82.12000274658203,83.33999633789062,81.97000122070312,82.5999984741211,40802
2024-06-13,82.54000091552734,83.04000091552734,81.80000305175781,82.75,39191
2024-06-14,82.13999938964844,83.38999938964844,81.91999816894531,82.62000274658203,39346
2024-06-17,82.62000274658203,84.55000305175781,82.11000061035156,84.25,32978
2024-06-18,84.4000015258789,85.4800033569336,83.66000366210938,85.33000183105469,45690
2024-06-20,85.37999725341797,85.97000122070312,84.88999938964844,85.70999908447266,52543
2024-06-21,85.68000030517578,86.2300033569336,84.83999633789062,85.23999786376953,25055
2024-06-24,85.08999633789062,86.16999816894531,84.7300033569336,86.01000213623047,28043
2024-06-25,86.1500015258789,86.31999969482422,84.76000213623047,85.01000213623047,26591
2024-06-26,84.88999938964844,85.81999969482422,84.4800033569336,85.25,18107
2024-06-27,85.25,86.51000213623047,84.88999938964844,86.38999938964844,11216
2024-06-28,86.54000091552734,87.2300033569336,86.29000091552734,86.41000366210938,38920
2024-07-01,84.9000015258789,86.87999725341797,84.87999725341797,86.5999984741211,55468
2024-07-02,86.69000244140625,87.44999694824219,86.16999816894531,86.23999786376953,52311
2024-07-03,86.5,87.37999725341797,85.88999938964844,87.33999633789062,39021
2024-07-05,87.02999877929688,87.94999694824219,86.48999786376953,86.54000091552734,51456
2024-07-08,86.75,86.91000366210938,85.55000305175781,85.75,36568
2024-07-09,85.68000030517578,85.8499984741211,84.54000091552734,84.66000366210938,44667
2024-07-10,85.01000213623047,85.6500015258789,84.0,85.08000183105469,51274
2024-07-11,85.41999816894531,85.88999938964844,84.6500015258789,85.4000015258789,47743
2024-07-12,85.58999633789062,86.33999633789062,84.95999908447266,85.02999877929688,48430
2024-07-15,85.02999877929688,85.36000061035156,84.41000366210938,84.8499984741211,36586
2024-07-16,84.86000061035156,84.87000274658203,83.30000305175781,83.7300033569336,45546
2024-07-17,83.83999633789062,85.19999694824219,83.44000244140625,85.08000183105469,44273
2024-07-18,85.19999694824219,85.81999969482422,84.22000122070312,85.11000061035156,45867
2024-07-19,84.80000305175781,85.3499984741211,82.56999969482422,82.62999725341797,45739
2024-07-22,82.83000183105469,83.20999908447266,81.58999633789062,82.4000015258789,36408
2024-07-23,82.20999908447266,82.77999877929688,80.5199966430664,81.01000213623047,45436
2024-07-24,81.48999786376953,82.22000122070312,80.94000244140625,81.70999908447266,47261
2024-07-25,81.52999877929688,82.5199966430664,80.08999633789062,82.37000274658203,51868
2024-07-26,82.44999694824219,82.69000244140625,80.31999969482422,81.12999725341797,27491
2024-07-29,81.0199966430664,81.72000122070312,79.37999725341797,79.77999877929688,22531
2024-07-30,79.83999633789062,79.94999694824219,78.41999816894531,78.62999725341797,15035
2024-07-31,79.05999755859375,80.83999633789062,79.0,80.72000122070312,54838
2024-08-01,81.51000213623047,81.80000305175781,79.44000244140625,79.5199966430664,44000
2024-08-02,80.04000091552734,80.44999694824219,76.41999816894531,76.80999755859375,58894
2024-08-05,77.44000244140625,77.75,75.05000305175781,76.30000305175781,59442
2024-08-06,77.2300033569336,77.80000305175781,75.58999633789062,76.4800033569336,45238
2024-08-07,76.19999694824219,78.86000061035156,75.94999694824219,78.33000183105469,49730
2024-08-08,78.4800033569336,79.37000274658203,77.62999725341797,79.16000366210938,40462
2024-08-09,79.01000213623047,79.81999969482422,78.7699966430664,79.66000366210938,32227
2024-08-12,79.66999816894531,82.4000015258789,79.4800033569336,82.30000305175781,45234
2024-08-13,81.98999786376953,82.30000305175781,80.55000305175781,80.69000244140625,50485
2024-08-14,80.9800033569336,81.44000244140625,79.61000061035156,79.76000213623047,50327
2024-08-15,79.98999786376953,81.41000366210938,79.6500015258789,81.04000091552734,33165
2024-08-16,80.95999908447266,81.0,78.63999938964844,79.68000030517578,33753
2024-08-19,79.6500015258789,79.75,77.5,77.66000366210938,45853
2024-08-20,77.73999786376953,78.33999633789062,76.54000091552734,77.19999694824219,39162
2024-08-21,77.08000183105469,78.19999694824219,75.6500015258789,76.05000305175781,45081
2024-08-22,76.16000366210938,77.69999694824219,75.77999877929688,77.22000122070312,33822
2024-08-23,77.12000274658203,79.26000213623047,77.05000305175781,79.0199966430664,19275
2024-08-26,79.31999969482422,81.58000183105469,79.23999786376953,81.43000030517578,25997
2024-08-27,81.22000122070312,81.56999969482422,79.4800033569336,79.55000305175781,21261
2024-08-28,79.83999633789062,80.01000213623047,77.93000030517578,78.6500015258789,16512
2024-08-29,78.36000061035156,80.79000091552734,78.11000061035156,79.94000244140625,9726
2024-08-30,79.5199966430664,80.5,78.5999984741211,78.80000305175781,50268
2024-09-03,76.88999938964844,77.61000061035156,73.5199966430664,73.75,70646
2024-09-04,73.68000030517578,74.79000091552734,72.3499984741211,72.69999694824219,56979
2024-09-05,72.62000274658203,74.18000030517578,72.36000061035156,72.69000244140625,47879
2024-09-06,72.8499984741211,73.5199966430664,70.62000274658203,71.05999755859375,36035
2024-09-09,71.5199966430664,72.22000122070312,70.6500015258789,71.83999633789062,35995
2024-09-10,71.9000015258789,72.26000213623047,68.69000244140625,69.19000244140625,47963
2024-09-11,69.68000030517578,71.08000183105469,69.01000213623047,70.61000061035156,42995
2024-09-12,70.72000122070312,72.86000061035156,70.58999633789062,71.97000122070312,42690
2024-09-13,72.37000274658203,73.2300033569336,71.4800033569336,71.61000061035156,34281
2024-09-16,72.0199966430664,73.37999725341797,71.5199966430664,72.75,36417
2024-09-17,73.01000213623047,74.2699966430664,72.16999816894531,73.69999694824219,38565
